date,rainfall_mm,present
2021-03-20,1.3377635478973389,True
2021-03-21,0.887250542640686,True
2021-03-22,0.6150079965591431,True
2021-03-23,1.4356998205184937,True
2021-03-24,0.5828635096549988,True
2021-03-25,0.037444040179252625,True
2021-03-26,2.2021324634552,True
2021-03-27,3.0125088691711426,True
2021-03-28,2.4709882736206055,True
2021-03-29,4.36704158782959,True
2021-03-30,4.36015510559082,True
2021-03-31,2.581627368927002,True
2021-04-01,0.6927840113639832,True
2021-04-02,1.3309367895126343,True
2021-04-03,6.220991611480713,True
2021-04-04,9.611479759216309,True
2021-04-05,11.68770694732666,True
2021-04-06,7.635865688323975,True
2021-04-07,2.0159661769866943,True
2021-04-08,1.842881202697754,True
2021-04-09,1.8756080865859985,True
2021-04-10,6.325528621673584,True
2021-04-11,1.5931386947631836,True
2021-04-12,3.330839157104492,True
2021-04-13,1.7196191549301147,True
2021-04-14,1.9171321392059326,True
2021-04-15,2.5917937755584717,True
2021-04-16,2.129120111465454,True
2021-04-17,2.668311834335327,True
2021-04-18,4.120184421539307,True
2021-04-19,1.7021286487579346,True
2021-04-20,1.2922979593276978,True
2021-04-21,5.473520278930664,True
2021-04-22,8.497642517089844,True
2021-04-23,5.023701190948486,True
2021-04-24,2.534390449523926,True
2021-04-25,5.388889312744141,True
2021-04-26,4.791954040527344,True
2021-04-27,1.9066860675811768,True
2021-04-28,1.318626880645752,True
2021-04-29,2.196005344390869,True
2021-04-30,2.0594475269317627,True
2021-05-01,1.4680452346801758,True
2021-05-02,3.1038904190063477,True
2021-05-03,7.6077399253845215,True
2021-05-04,2.122952699661255,True
2021-05-05,4.197419166564941,True
2021-05-06,4.421938896179199,True
2021-05-07,6.8993048667907715,True
2021-05-08,10.368327140808105,True
2021-05-09,9.52690315246582,True
2021-05-10,12.349620819091797,True
2021-05-11,11.398681640625,True
2021-05-12,6.404290199279785,True
2021-05-13,2.0142714977264404,True
2021-05-14,1.0518298149108887,True
2021-05-15,0.3311234414577484,True
2021-05-16,0.3583495318889618,True
2021-05-17,0.3822557330131531,True
2021-05-18,0.1564059555530548,True
2021-05-19,0.38437315821647644,True
2021-05-20,0.1528916209936142,True
2021-05-21,0.0443723239004612,True
2021-05-22,0.5385081768035889,True
2021-05-23,0.42488041520118713,True
2021-05-24,0.3547036349773407,True
2021-05-25,0.16424064338207245,True
2021-05-26,0.137184739112854,True
2021-05-27,0.2081727534532547,True
2021-05-28,0.15934862196445465,True
2021-05-29,0.1920509785413742,True
2021-05-30,0.3779345154762268,True
2021-05-31,0.06117299199104309,True
2021-06-01,0.6066710948944092,True
2021-06-02,0.15065015852451324,True
2021-06-03,0.5983200669288635,True
2021-06-04,1.7209056615829468,True
2021-06-05,0.8166938424110413,True
2021-06-06,0.6639436483383179,True
2021-06-07,0.11480918526649475,True
2021-06-08,0.024532439187169075,True
2021-06-09,0.39161795377731323,True
2021-06-10,0.27360057830810547,True
2021-06-11,0.6235107183456421,True
2021-06-12,0.3870695233345032,True
2021-06-13,0.016755206510424614,True
2021-06-14,0.42679476737976074,True
2021-06-15,1.1103359460830688,True
2021-06-16,1.0594427585601807,True
2021-06-17,0.768319308757782,True
2021-06-18,1.6289763450622559,True
2021-06-19,0.9787461757659912,True
2021-06-20,0.35120460391044617,True
2021-06-21,0.9995445013046265,True
2021-06-22,0.5064019560813904,True
2021-06-23,0.16592156887054443,True
2021-06-24,0.06113613769412041,True
2021-06-25,0.48948419094085693,True
2021-06-26,1.2387070655822754,True
2021-06-27,0.23778550326824188,True
2021-06-28,0.5099278092384338,True
2021-06-29,1.151397466659546,True
2021-06-30,0.5237066745758057,True
2021-07-01,1.1216341257095337,True
2021-07-02,1.0743829011917114,True
2021-07-03,1.02206552028656,True
2021-07-04,0.5726596713066101,True
2021-07-05,1.2696812152862549,True
2021-07-06,0.824562668800354,True
2021-07-07,0.6781644821166992,True
2021-07-08,1.2955071926116943,True
2021-07-09,0.7325378060340881,True
2021-07-10,0.2808511555194855,True
2021-07-11,0.3391020894050598,True
2021-07-12,0.05592602863907814,True
2021-07-13,0.648725688457489,True
2021-07-14,2.6532068252563477,True
2021-07-15,0.7029910087585449,True
2021-07-16,0.8102214336395264,True
2021-07-17,1.3119405508041382,True
2021-07-18,0.26838940382003784,True
2021-07-19,0.21291019022464752,True
2021-07-20,1.4467092752456665,True
2021-07-21,0.66493159532547,True
2021-07-22,0.8207302093505859,True
2021-07-23,0.8078885674476624,True
2021-07-24,0.8405590653419495,True
2021-07-25,0.8509679436683655,True
2021-07-26,0.1356261968612671,True
2021-07-27,0.18974211812019348,True
2021-07-28,0.06986209005117416,True
2021-07-29,0.556071937084198,True
2021-07-30,0.7314709424972534,True
2021-07-31,1.173336386680603,True
2021-08-01,0.7791109681129456,True
2021-08-02,0.07443352788686752,True
2021-08-03,0.5167242884635925,True
2021-08-04,0.5106438994407654,True
2021-08-05,0.2837207615375519,True
2021-08-06,0.4111444056034088,True
2021-08-07,0.5784329175949097,True
2021-08-08,1.3142352104187012,True
2021-08-09,1.1278681755065918,True
2021-08-10,1.6531566381454468,True
2021-08-11,1.1097544431686401,True
2021-08-12,0.5456120371818542,True
2021-08-13,1.3701943159103394,True
2021-08-14,1.542543649673462,True
2021-08-15,0.7441063523292542,True
2021-08-16,0.3253157138824463,True
2021-08-17,0.4727135896682739,True
2021-08-18,0.12162560969591141,True
2021-08-19,0.3131236732006073,True
2021-08-20,0.4222753345966339,True
2021-08-21,1.2894407510757446,True
2021-08-22,0.4392198324203491,True
2021-08-23,0.0857665166258812,True
2021-08-24,0.22270247340202332,True
2021-08-25,0.010464216582477093,True
2021-08-26,0.733194887638092,True
2021-08-27,0.5139819979667664,True
2021-08-28,0.0648007020354271,True
2021-08-29,1.2075631618499756,True
2021-08-30,2.5047543048858643,True
2021-08-31,3.4961318969726562,True
2021-09-01,2.2078146934509277,True
2021-09-02,1.0641889572143555,True
2021-09-03,0.41956594586372375,True
2021-09-04,0.21699661016464233,True
2021-09-05,0.49610021710395813,True
2021-09-06,0.5419378876686096,True
2021-09-07,0.1472911387681961,True
2021-09-08,0.5377989411354065,True
2021-09-09,0.9677246809005737,True
2021-09-10,0.5627859234809875,True
2021-09-11,0.16082677245140076,True
2021-09-12,1.110597848892212,True
2021-09-13,0.4106998145580292,True
2021-09-14,0.7295293807983398,True
2021-09-15,1.2833549976348877,True
2021-09-16,1.71304452419281,True
2021-09-17,2.1275107860565186,True
2021-09-18,4.119572639465332,True
2021-09-19,0.7707804441452026,True
2021-09-20,1.164540410041809,True
2021-09-21,0.9177300333976746,True
2021-09-22,0.7836479544639587,True
2021-09-23,0.37328436970710754,True
2021-09-24,0.7546395063400269,True
2021-09-25,0.6386025547981262,True
2021-09-26,0.5358694195747375,True
2021-09-27,0.1961861103773117,True
2021-09-28,0.19512449204921722,True
2021-09-29,0.3960845172405243,True
2021-09-30,1.7122018337249756,True
2021-10-01,5.046649932861328,True
2021-10-02,1.1050901412963867,True
2021-10-03,1.779772400856018,True
2021-10-04,1.3358650207519531,True
2021-10-05,1.5377771854400635,True
2021-10-06,0.5106142163276672,True
2021-10-07,0.9614623188972473,True
2021-10-08,0.5412652492523193,True
2021-10-09,4.14431619644165,True
2021-10-10,2.7588653564453125,True
2021-10-11,1.6339844465255737,True
2021-10-12,1.250702977180481,True
2021-10-13,0.580905556678772,True
2021-10-14,0.20840984582901,True
2021-10-15,0.6444863080978394,True
2021-10-16,0.31271475553512573,True
2021-10-17,0.7185714244842529,True
2021-10-18,0.25449737906455994,True
2021-10-19,0.7454884052276611,True
2021-10-20,0.7218445539474487,True
2021-10-21,0.6705514192581177,True
2021-10-22,0.44932886958122253,True
2021-10-23,0.07724646478891373,True
2021-10-24,0.040925901383161545,True
2021-10-25,1.1149156093597412,True
2021-10-26,1.3786252737045288,True
2021-10-27,1.2068703174591064,True
2021-10-28,0.7913980484008789,True
2021-10-29,0.7089974880218506,True
2021-10-30,1.0653669834136963,True
2021-10-31,1.2522118091583252,True
2021-11-01,0.6022357940673828,True
2021-11-02,2.155874252319336,True
2021-11-03,1.8578681945800781,True
2021-11-04,1.2156213521957397,True
2021-11-05,0.9603838920593262,True
2021-11-06,1.0351403951644897,True
2021-11-07,0.8383535146713257,True
2021-11-08,0.7161338925361633,True
2021-11-09,0.7350090742111206,True
2021-11-10,1.0508731603622437,True
2021-11-11,0.04632413759827614,True
2021-11-12,0.18565477430820465,True
2021-11-13,0.42425256967544556,True
2021-11-14,0.5858150124549866,True
2021-11-15,0.7336314916610718,True
2021-11-16,0.42272332310676575,True
2021-11-17,0.8492298722267151,True
2021-11-18,0.3543267846107483,True
2021-11-19,0.2524351477622986,True
2021-11-20,1.328616976737976,True
2021-11-21,0.9357418417930603,True
2021-11-22,0.3213210105895996,True
2021-11-23,0.37634262442588806,True
2021-11-24,0.7843852043151855,True
2021-11-25,4.094907760620117,True
2021-11-26,7.961390972137451,True
2021-11-27,9.532289505004883,True
2021-11-28,9.861678123474121,True
2021-11-29,5.335330009460449,True
2021-11-30,2.8405706882476807,True
2021-12-01,,False
2021-12-02,,False
2021-12-03,,False
2021-12-04,,False
2021-12-05,,False
2021-12-06,,False
2021-12-07,,False
2021-12-08,,False
2021-12-09,,False
2021-12-10,,False
2021-12-11,,False
2021-12-12,,False
2021-12-13,,False
2021-12-14,,False
2021-12-15,,False
2021-12-16,,False
2021-12-17,,False
2021-12-18,,False
2021-12-19,,False
2021-12-20,,False
2021-12-21,,False
2021-12-22,,False
2021-12-23,,False
2021-12-24,,False
2021-12-25,,False
2021-12-26,,False
2021-12-27,,False
2021-12-28,,False
2021-12-29,,False
2021-12-30,,False
2021-12-31,,False
2022-01-01,0.6541080474853516,True
2022-01-02,0.21887682378292084,True
2022-01-03,0.35387155413627625,True
2022-01-04,0.020777428522706032,True
2022-01-05,0.6449772119522095,True
2022-01-06,0.27466464042663574,True
2022-01-07,0.015599195845425129,True
2022-01-08,0.020806854590773582,True
2022-01-09,0.1455453485250473,True
2022-01-10,0.07776831835508347,True
2022-01-11,0.04692183434963226,True
2022-01-12,0.004530428443104029,True
2022-01-13,0.0004926854744553566,True
2022-01-14,0.06306541711091995,True
2022-01-15,1.6451672315597534,True
2022-01-16,2.9571635723114014,True
2022-01-17,5.248291969299316,True
2022-01-18,5.6131510734558105,True
2022-01-19,2.510138511657715,True
2022-01-20,1.9309778213500977,True
2022-01-21,4.014613628387451,True
2022-01-22,1.3304643630981445,True
2022-01-23,1.0859699249267578,True
2022-01-24,0.02738046832382679,True
2022-01-25,0.1465657502412796,True
2022-01-26,0.00870734453201294,True
2022-01-27,0.22900471091270447,True
2022-01-28,0.8113873600959778,True
2022-01-29,2.237816095352173,True
2022-01-30,1.3311949968338013,True
2022-01-31,1.4398623704910278,True
2022-02-01,1.6647404432296753,True
2022-02-02,2.169356346130371,True
2022-02-03,0.9370431303977966,True
2022-02-04,0.6383159756660461,True
2022-02-05,1.7849478721618652,True
2022-02-06,1.7584537267684937,True
2022-02-07,1.9084545373916626,True
2022-02-08,0.4829225242137909,True
2022-02-09,0.2930413484573364,True
2022-02-10,0.5428556799888611,True
2022-02-11,0.93259197473526,True
2022-02-12,1.6276532411575317,True
2022-02-13,1.217064619064331,True
2022-02-14,2.108217239379883,True
2022-02-15,0.8624185919761658,True
2022-02-16,2.1166954040527344,True
2022-02-17,2.0957584381103516,True
2022-02-18,3.230048894882202,True
2022-02-19,2.750309705734253,True
2022-02-20,2.459879159927368,True
2022-02-21,0.876484215259552,True
2022-02-22,2.2866291999816895,True
2022-02-23,3.5657236576080322,True
2022-02-24,5.185165882110596,True
2022-02-25,1.670587182044983,True
2022-02-26,0.5839077234268188,True
2022-02-27,0.10765664279460907,True
2022-02-28,0.19715288281440735,True
2022-03-01,1.154070496559143,True
2022-03-02,0.12500572204589844,True
2022-03-03,0.1000286117196083,True
2022-03-04,0.08305624127388,True
2022-03-05,0.13253702223300934,True
2022-03-06,0.22595646977424622,True
2022-03-07,0.2718678116798401,True
2022-03-08,0.7381327152252197,True
2022-03-09,0.6417713761329651,True
2022-03-10,0.15630196034908295,True
2022-03-11,0.13235712051391602,True
2022-03-12,0.027322234585881233,True
2022-03-13,0.4809611141681671,True
2022-03-14,0.6737237572669983,True
2022-03-15,0.784933865070343,True
2022-03-16,1.0957223176956177,True
2022-03-17,3.3688900470733643,True
2022-03-18,0.48748764395713806,True
2022-03-19,0.4550420939922333,True
2022-03-20,0.2614845633506775,True
2022-03-21,0.1501249223947525,True
2022-03-22,0.52181476354599,True
2022-03-23,0.9492976665496826,True
2022-03-24,2.1581318378448486,True
2022-03-25,6.944630146026611,True
2022-03-26,3.6282730102539062,True
2022-03-27,1.5677801370620728,True
2022-03-28,3.133852958679199,True
2022-03-29,3.2503788471221924,True
2022-03-30,2.256011724472046,True
2022-03-31,1.01053786277771,True
2022-04-01,1.1650670766830444,True
2022-04-02,0.22227759659290314,True
2022-04-03,0.09458038210868835,True
2022-04-04,0.4118407964706421,True
2022-04-05,1.571429967880249,True
2022-04-06,0.45133617520332336,True
2022-04-07,0.10964375734329224,True
2022-04-08,0.1851395070552826,True
2022-04-09,0.028612209483981133,True
2022-04-10,0.1484319418668747,True
2022-04-11,2.2738423347473145,True
2022-04-12,1.9088220596313477,True
2022-04-13,1.7928026914596558,True
2022-04-14,1.1529830694198608,True
2022-04-15,1.9191151857376099,True
2022-04-16,7.710501194000244,True
2022-04-17,9.277896881103516,True
2022-04-18,5.863174915313721,True
2022-04-19,1.2746409177780151,True
2022-04-20,6.130685329437256,True
2022-04-21,4.474566459655762,True
2022-04-22,7.927661418914795,True
2022-04-23,6.815487861633301,True
2022-04-24,7.4680633544921875,True
2022-04-25,3.9949543476104736,True
2022-04-26,5.334537029266357,True
2022-04-27,13.050651550292969,True
2022-04-28,11.646065711975098,True
2022-04-29,3.6189870834350586,True
2022-04-30,4.180486679077148,True
2022-05-01,11.995638847351074,True
2022-05-02,5.032111167907715,True
2022-05-03,6.323054313659668,True
2022-05-04,3.3782529830932617,True
2022-05-05,1.6721668243408203,True
2022-05-06,1.6243658065795898,True
2022-05-07,1.6229770183563232,True
2022-05-08,1.8355079889297485,True
2022-05-09,1.2984709739685059,True
2022-05-10,0.9311493039131165,True
2022-05-11,0.610519289970398,True
2022-05-12,0.13950277864933014,True
2022-05-13,0.5041162371635437,True
2022-05-14,0.15566730499267578,True
2022-05-15,0.18993455171585083,True
2022-05-16,0.5359283685684204,True
2022-05-17,0.393857479095459,True
2022-05-18,0.5041896104812622,True
2022-05-19,0.46277087926864624,True
2022-05-20,0.38728100061416626,True
2022-05-21,1.1495498418807983,True
2022-05-22,0.8375040888786316,True
2022-05-23,1.0643802881240845,True
2022-05-24,1.4881917238235474,True
2022-05-25,1.8659875392913818,True
2022-05-26,1.6276617050170898,True
2022-05-27,5.101855754852295,True
2022-05-28,2.979806423187256,True
2022-05-29,3.5018270015716553,True
2022-05-30,0.486071914434433,True
2022-05-31,0.441749632358551,True
2022-06-01,1.1876208782196045,True
2022-06-02,0.536095142364502,True
2022-06-03,0.054806776344776154,True
2022-06-04,0.39554744958877563,True
2022-06-05,0.4905760884284973,True
2022-06-06,1.1667537689208984,True
2022-06-07,1.756171464920044,True
2022-06-08,1.0498255491256714,True
2022-06-09,0.4380114674568176,True
2022-06-10,0.25071901082992554,True
2022-06-11,0.9993135929107666,True
2022-06-12,0.62147057056427,True
2022-06-13,0.3369865417480469,True
2022-06-14,0.2437528818845749,True
2022-06-15,0.5955331921577454,True
2022-06-16,0.14248833060264587,True
2022-06-17,0.1299312561750412,True
2022-06-18,0.46671363711357117,True
2022-06-19,1.4593126773834229,True
2022-06-20,2.186201572418213,True
2022-06-21,0.6938503384590149,True
2022-06-22,0.641139805316925,True
2022-06-23,1.2315120697021484,True
2022-06-24,0.7948254942893982,True
2022-06-25,0.20567330718040466,True
2022-06-26,0.2867962718009949,True
2022-06-27,0.07801929116249084,True
2022-06-28,0.6189121007919312,True
2022-06-29,0.819935142993927,True
2022-06-30,0.20466507971286774,True
2022-07-01,1.5175530910491943,True
2022-07-02,0.7350031137466431,True
2022-07-03,0.466488242149353,True
2022-07-04,0.28154289722442627,True
2022-07-05,0.08616416901350021,True
2022-07-06,0.7973379492759705,True
2022-07-07,0.4563177824020386,True
2022-07-08,0.4775661826133728,True
2022-07-09,0.11055963486433029,True
2022-07-10,0.524632453918457,True
2022-07-11,0.6043318510055542,True
2022-07-12,0.39619389176368713,True
2022-07-13,0.22100700438022614,True
2022-07-14,0.8830622434616089,True
2022-07-15,1.2952046394348145,True
2022-07-16,1.0608528852462769,True
2022-07-17,0.9113397598266602,True
2022-07-18,0.43863385915756226,True
2022-07-19,0.41970542073249817,True
2022-07-20,0.8483142256736755,True
2022-07-21,1.8830788135528564,True
2022-07-22,1.0179632902145386,True
2022-07-23,0.2840624153614044,True
2022-07-24,0.0980079397559166,True
2022-07-25,0.6209022402763367,True
2022-07-26,0.23071613907814026,True
2022-07-27,0.18106138706207275,True
2022-07-28,0.07751782983541489,True
2022-07-29,0.856656014919281,True
2022-07-30,2.077481508255005,True
2022-07-31,2.9275479316711426,True
2022-08-01,3.8567402362823486,True
2022-08-02,1.2822235822677612,True
2022-08-03,0.3101646602153778,True
2022-08-04,1.0263752937316895,True
2022-08-05,0.3580082952976227,True
2022-08-06,0.20376960933208466,True
2022-08-07,0.03649047762155533,True
2022-08-08,0.04894610121846199,True
2022-08-09,0.012939343228936195,True
2022-08-10,1.4101967811584473,True
2022-08-11,0.4092753529548645,True
2022-08-12,0.11852166801691055,True
2022-08-13,0.11911129206418991,True
2022-08-14,3.2241508960723877,True
2022-08-15,2.341494083404541,True
2022-08-16,3.5768754482269287,True
2022-08-17,2.1301019191741943,True
2022-08-18,0.4395066797733307,True
2022-08-19,0.27382102608680725,True
2022-08-20,1.233738660812378,True
2022-08-21,1.1725237369537354,True
2022-08-22,0.34040072560310364,True
2022-08-23,0.6866136789321899,True
2022-08-24,0.6310941576957703,True
2022-08-25,1.3074477910995483,True
2022-08-26,1.5632543563842773,True
2022-08-27,0.728159487247467,True
2022-08-28,1.3591850996017456,True
2022-08-29,1.7848726511001587,True
2022-08-30,2.168647050857544,True
2022-08-31,1.6137126684188843,True
2022-09-01,0.3783259689807892,True
2022-09-02,0.9946365356445312,True
2022-09-03,0.888798177242279,True
2022-09-04,0.9814155101776123,True
2022-09-05,1.706013798713684,True
2022-09-06,2.1496078968048096,True
2022-09-07,3.1909570693969727,True
2022-09-08,0.05875082686543465,True
2022-09-09,0.3604497015476227,True
2022-09-10,0.5603233575820923,True
2022-09-11,0.5913326740264893,True
2022-09-12,0.786764919757843,True
2022-09-13,1.8056907653808594,True
2022-09-14,1.1161727905273438,True
2022-09-15,0.8115694522857666,True
2022-09-16,0.6861658096313477,True
2022-09-17,0.46926045417785645,True
2022-09-18,0.3218642473220825,True
2022-09-19,1.3804329633712769,True
2022-09-20,0.13109084963798523,True
2022-09-21,0.16856960952281952,True
2022-09-22,0.31991639733314514,True
2022-09-23,0.3005819022655487,True
2022-09-24,0.43764305114746094,True
2022-09-25,0.8888725638389587,True
2022-09-26,1.7778762578964233,True
2022-09-27,0.9099107980728149,True
2022-09-28,0.18420907855033875,True
2022-09-29,1.1896536350250244,True
2022-09-30,1.4895257949829102,True
2022-10-01,1.0391325950622559,True
2022-10-02,0.1778934746980667,True
2022-10-03,1.2587324380874634,True
2022-10-04,1.4021879434585571,True
2022-10-05,2.81466007232666,True
2022-10-06,1.6936397552490234,True
2022-10-07,0.41866281628608704,True
2022-10-08,2.30332088470459,True
2022-10-09,0.5240324139595032,True
2022-10-10,0.281872034072876,True
2022-10-11,0.40117594599723816,True
2022-10-12,0.2573149800300598,True
2022-10-13,0.09845738112926483,True
2022-10-14,0.6765773296356201,True
2022-10-15,1.684297800064087,True
2022-10-16,1.1349931955337524,True
2022-10-17,5.450254917144775,True
2022-10-18,4.590731143951416,True
2022-10-19,1.2988836765289307,True
2022-10-20,0.39044561982154846,True
2022-10-21,0.1758594810962677,True
2022-10-22,0.4144992530345917,True
2022-10-23,0.08109956234693527,True
2022-10-24,0.10207889974117279,True
2022-10-25,0.05664347857236862,True
2022-10-26,0.8114019632339478,True
2022-10-27,1.9224207401275635,True
2022-10-28,0.6315827965736389,True
2022-10-29,0.45310255885124207,True
2022-10-30,1.094289779663086,True
2022-10-31,3.3560309410095215,True
2022-11-01,8.324533462524414,True
2022-11-02,3.5341107845306396,True
2022-11-03,1.5642781257629395,True
2022-11-04,1.525033712387085,True
2022-11-05,1.0008203983306885,True
2022-11-06,1.857024073600769,True
2022-11-07,1.8391636610031128,True
2022-11-08,1.2442727088928223,True
2022-11-09,0.5510989427566528,True
2022-11-10,2.037565231323242,True
2022-11-11,2.1455578804016113,True
2022-11-12,2.2514219284057617,True
2022-11-13,5.347055912017822,True
2022-11-14,4.995555400848389,True
2022-11-15,4.217680931091309,True
2022-11-16,9.85852336883545,True
2022-11-17,2.9547879695892334,True
2022-11-18,2.3084168434143066,True
2022-11-19,5.002482891082764,True
2022-11-20,1.7729880809783936,True
2022-11-21,2.2127203941345215,True
2022-11-22,2.9145684242248535,True
2022-11-23,3.794597864151001,True
2022-11-24,0.6600682139396667,True
2022-11-25,0.19179442524909973,True
2022-11-26,0.7736669182777405,True
2022-11-27,2.510047435760498,True
2022-11-28,3.8566596508026123,True
2022-11-29,3.497896194458008,True
2022-11-30,1.997013807296753,True
2022-12-01,0.35632404685020447,True
2022-12-02,0.2551080286502838,True
2022-12-03,0.5255430340766907,True
2022-12-04,0.6756687760353088,True
2022-12-05,0.9048280715942383,True
2022-12-06,1.278570532798767,True
2022-12-07,0.2332831621170044,True
2022-12-08,3.8320815563201904,True
2022-12-09,3.7408382892608643,True
2022-12-10,5.69174337387085,True
2022-12-11,7.279712200164795,True
2022-12-12,2.5522572994232178,True
2022-12-13,1.37664794921875,True
2022-12-14,0.5189852118492126,True
2022-12-15,0.7082683444023132,True
2022-12-16,0.8022674322128296,True
2022-12-17,0.5998155474662781,True
2022-12-18,1.0702078342437744,True
2022-12-19,1.3009823560714722,True
2022-12-20,2.293369770050049,True
2022-12-21,1.0117182731628418,True
2022-12-22,1.8240102529525757,True
2022-12-23,2.6203203201293945,True
2022-12-24,1.003491759300232,True
2022-12-25,1.60106360912323,True
2022-12-26,5.410093784332275,True
2022-12-27,5.708179473876953,True
2022-12-28,1.535940408706665,True
2022-12-29,0.7998199462890625,True
2022-12-30,0.09255135804414749,True
2022-12-31,0.27055224776268005,True
